"tax_id","species_id","parent_tax_id","rank","name"
"305561",,"305557","genus","Braula"
"305562",4591,"305561","species","Braula coeca"
"1642635",,"757225","family","Brauninidae"
"1642629",,"1642635","genus","Braunina"
"1642630",4592,"1642629","species","Braunina cordiformis"
"405031",,"127312","genus","Brenthis"
"405032",4593,"405031","species","Brenthis daphne"
"405034",4594,"405031","species","Brenthis ino"
"397133",,"397115","genus","Brevicornu"
"1828772",4597,"397133","species","Brevicornu auriculatum"
"2339809",4598,"397133","species","Brevicornu fissicauda"
"1790157",4599,"397133","species","Brevicornu fuscipenne"
"69195",,"33386","genus","Brevicoryne"
"69196",4603,"69195","species","Brevicoryne brassicae"
"50007",,"83146","family","Tenuipalpidae"
"152386",,"50007","genus","Brevipalpus"
"246614",4605,"152386","species","Brevipalpus obovatus"
"152387",4606,"152386","species","Brevipalpus phoenicis"
"1337737",,"211184","suborder","Tobrilina"
"2301137",,"1337737","superfamily","Tobriloidea"
"1337729",,"2301137","family","Tobrilidae"
"1337730",,"1337729","genus","Brevitobrilus"
"1337731",4608,"1337730","species","Brevitobrilus stefanskii"
"611338",,"43808","genus","Brillia"
"2578447",4609,"611338","species","Brillia bifida"
"2578448",4610,"611338","species","Brillia longifurca"
"7624",,"133551","superclass","Echinozoa"
"7625",,"7624","class","Echinoidea"
"7638",,"7625","subclass","Euechinoidea"
"35063",,"7638","superorder","Atelostomata"
"41317",,"35063","order","Spatangoida"
"41319",,"41317","family","Brissidae"
"39154",,"41319","genus","Brissopsis"
"39281",4611,"39154","species","Brissopsis lyrifera"
"107214",,"27439","subfamily","Eumolpinae"
"216245",,"107214","genus","Bromius"
"216246",4613,"216245","species","Bromius obscurus"
"706621",,"41073","subfamily","Broscinae"
"63870",,"706621","tribe","Broscini"
"1553376",,"63870","genus","Broscus"
"1553377",4616,"1553376","species","Broscus cephalotes"
"1489838",,"123368","clade","Paracanthopterygii"
"1489841",,"1489838","clade","Zeiogadaria"
"1489843",,"1489841","clade","Gadariae"
"8043",,"1489843","order","Gadiformes"
"1489845",,"8043","suborder","Gadoidei"
"81641",,"1489845","family","Lotidae"
"81637",,"81641","genus","Brosme"
"81638",4617,"81637","species","Brosme brosme"
"123509",,"110015","subfamily","Urodontinae"
"109856",,"123509","genus","Bruchela"
"109857",4618,"109856","species","Bruchela conformis"
"1588190",4619,"109856","species","Bruchela rufipes"
"1588191",4620,"109856","species","Bruchela suturalis"
"64388",,"256835","genus","Bruchidius"
"880089",4621,"64388","species","Bruchidius cisti"
"298066",4622,"64388","species","Bruchidius incarnatus"
"1649775",4623,"64388","species","Bruchidius siliquastri"
"256828",4624,"64388","species","Bruchidius varius"
"256915",4625,"64388","species","Bruchidius villosus"
"75200",,"7422","family","Eurytomidae"
"246456",,"75200","subfamily","Eurytominae"
"246443",,"246456","genus","Bruchophagus"
"246442",4626,"246443","species","Bruchophagus gibbus"
"2029207",4628,"246443","species","Bruchophagus roddi"
"79500",,"256835","genus","Bruchus"
"256918",4629,"79500","species","Bruchus affinis"
"256919",4630,"79500","species","Bruchus atomarius"
"256920",4631,"79500","species","Bruchus brachialis"
"361677",4632,"79500","species","Bruchus emarginatus"
"361680",4633,"79500","species","Bruchus lentis"
"256921",4634,"79500","species","Bruchus loti"
"256922",4635,"79500","species","Bruchus luteicornis"
"361683",4636,"79500","species","Bruchus pisorum"
"256923",4637,"79500","species","Bruchus rufimanus"
"256925",4638,"79500","species","Bruchus signaticornis"
"160098",,"66236","genus","Brueelia"
"1737529",4645,"160098","species","Brueelia iliaci"
"877874",,"619357","genus","Brundinia"
"877875",4654,"877874","species","Brundinia marina"
"1133194",4655,"877874","species","Brundinia meridionalis"
"347280",,"66544","genus","Bryaxis"
"347281",4658,"347280","species","Bryaxis curtisii"
"1553161",4659,"347280","species","Bryaxis puncticollis"
"535385",,"41071","superfamily","Haliploidea"
"107851",,"535385","family","Haliplidae"
"1076114",,"107851","genus","Brychius"
"1553162",4660,"1076114","species","Brychius elevatus"
"50010",,"32262","genus","Bryobia"
"523749",4661,"50010","species","Bryobia berlesei"
"50011",4664,"50010","species","Bryobia kissophila"
"166497",4666,"50010","species","Bryobia praetiosa"
"523750",4668,"50010","species","Bryobia rubrioculus"
"523754",4669,"50010","species","Bryobia sarothamni"
"298465",,"298464","genus","Bryocamptus"
"298466",4673,"298465","species","Bryocamptus pygmaeus"
"236347",,"30083","subfamily","Bryocorinae"
"236914",,"236347","tribe","Bryocorini"
"528117",,"236914","genus","Bryocoris"
"528118",4676,"528117","species","Bryocoris pteridis"
"27549",,"7002","subfamily","Oedipodinae"
"267460",,"27549","genus","Bryodemella"
"1224100",4677,"267460","species","Bryodemella tuberculata"
"611339",,"43808","genus","Bryophaenocladius"
"1720634",4682,"611339","species","Bryophaenocladius ictericus"
"2578452",4686,"611339","species","Bryophaenocladius nitidicollis"
"879743",4687,"611339","species","Bryophaenocladius subvernalis"
"320007",,"7100","subfamily","Bryophilinae"
"1212811",,"320007","genus","Bryophila"
"1660595",4691,"1212811","species","Bryophila domestica"
"2566365",4692,"1212811","species","Bryophila raptricula"
"1553378",,"82876","genus","Bryoporus"
"1553379",4693,"1553378","species","Bryoporus cernuus"
"572819",,"347700","genus","Bryotropha"
"1857973",4694,"572819","species","Bryotropha affinis"
"2561026",4695,"572819","species","Bryotropha basaltinella"
"1869513",4696,"572819","species","Bryotropha desertella"
"2727469",4697,"572819","species","Bryotropha domestica"
"1869515",4698,"572819","species","Bryotropha galbanella"
"1100928",4699,"572819","species","Bryotropha senectella"
"572820",4700,"572819","species","Bryotropha similis"
"1280429",4701,"572819","species","Bryotropha terrella"
"1869517",4702,"572819","species","Bryotropha umbrosella"
"231877",,"172377","subtribe","Cryptina"
"231878",,"231877","genus","Buathra"
"1419289",4703,"231878","species","Buathra laborator"
"30460",,"30459","genus","Bubo"
"30461",4705,"30460","species","Bubo bubo"
"371907",4706,"30460","species","Bubo scandiacus"
"110667",,"8899","genus","Bubulcus"
"110668",4707,"110667","species","Bubulcus ibis"
"64795",,"9133","subfamily","Drepanidinae"
"589647",,"64795","genus","Bucanetes"
"589648",4708,"589647","species","Bucanetes githagineus"
"216303",,"6479","superfamily","Buccinoidea"
"37796",,"216303","family","Buccinidae"
"37540",,"37796","genus","Buccinum"
"37541",4709,"37540","species","Buccinum undatum"
"198964",,"41011","family","Bucculatricidae"
"198965",,"198964","genus","Bucculatrix"
"572731",4710,"198965","species","Bucculatrix ainsliella"
"1857974",4711,"198965","species","Bucculatrix albedinella"
"1216038",4712,"198965","species","Bucculatrix bechsteinella"
"1216039",4714,"198965","species","Bucculatrix cidarella"
"1608661",4715,"198965","species","Bucculatrix cristatella"
"753161",4716,"198965","species","Bucculatrix demaryella"
"1594240",4717,"198965","species","Bucculatrix frangutella"
"753138",4718,"198965","species","Bucculatrix maritima"
"1594241",4719,"198965","species","Bucculatrix nigricomella"
"1100929",4722,"198965","species","Bucculatrix thoracella"
"198966",4723,"198965","species","Bucculatrix ulmella"
"40832",,"2068716","genus","Bucephala"
"279934",4725,"40832","species","Bucephala albeola"
"107022",4726,"40832","species","Bucephala clangula"
"40833",4727,"40832","species","Bucephala islandica"
"27884",,"6180","superfamily","Strigeoidea"
"73348",,"27884","family","Bucephalidae"
"242088",,"73348","genus","Bucephalus"
"242089",4728,"242088","species","Bucephalus polymorphus"
"59805",,"7149","subfamily","Buchonomyiinae"
"880184",,"59805","genus","Buchonomyia"
"880185",4730,"880184","species","Buchonomyia thienemanni"
"1594438",,"186112","genus","Buckleria"
"1594439",4731,"1594438","species","Buckleria paludum"
"1985125",,"33328","genus","Buddelundiella"
"1985126",4732,"1985125","species","Buddelundiella cataractae"
"8416",,"8342","suborder","Neobatrachia"
"8417",,"8416","superfamily","Hyloidea"
"8382",,"8417","family","Bufonidae"
"8383",,"8382","genus","Bufo"
"8384",4733,"8383","species","Bufo bufo"
"651673",,"8382","genus","Bufotes"
"30338",4734,"651673","species","Bufotes viridis"
"30948",,"30942","family","Soleidae"
"90070",,"30948","genus","Buglossidium"
"90071",4735,"90070","species","Buglossidium luteum"
"139709",,"30102","subfamily","Eurymelinae"
"2591990",,"139709","genus","Bugraia"
"2591991",4736,"2591990","species","Bugraia ocularis"
"10211",,"10210","genus","Bugula"
"10212",4737,"10211","species","Bugula neritina"
"1970207",,"10210","genus","Bugulina"
"297736",4740,"1970207","species","Bugulina simplex"
"192920",4741,"1970207","species","Bugulina stolonifera"
"297737",4742,"1970207","species","Bugulina turbinata"
"30449",,"8825","order","Procellariiformes"
"30451",,"30449","family","Procellariidae"
"52119",,"30451","genus","Bulweria"
"52120",4743,"52119","species","Bulweria bulwerii"
"334449",,"56247","family","Allocreadiidae"
"334454",,"334449","genus","Bunodera"
"334457",4744,"334454","species","Bunodera luciopercae"
"2301116",,"6236","suborder","Rhabditina"
"2301118",,"2301116","infraorder","Bunonematomorpha"
"55881",,"2301118","superfamily","Bunonematoidea"
"55748",,"55881","family","Bunonematidae"
"55749",,"55748","genus","Bunonema"
"288523",4746,"55749","species","Bunonema reticulatum"
"560200",4747,"55749","species","Bunonema richtersi"
"53477",,"33278","subfamily","Bunostominae"
"66064",,"53477","genus","Bunostomum"
"577651",4749,"66064","species","Bunostomum phlebotomum"
"66065",4750,"66064","species","Bunostomum trigonocephalum"
"104489",,"82596","genus","Bupalus"
"104490",4751,"104489","species","Bupalus piniaria"
"440275",,"261155","genus","Buprestis"
"1553165",4752,"440275","species","Buprestis haemorrhoidalis"
"1553166",4753,"440275","species","Buprestis novemmaculata"
"1847782",4754,"440275","species","Buprestis striata"
"85103",,"8906","family","Burhinidae"
"85104",,"85103","genus","Burhinus"
"85105",4755,"85104","species","Burhinus oedicnemus"
"6324",,"33823","genus","Bursaphelenchus"
"269755",4757,"6324","species","Bursaphelenchus fungivorus"
"6325",4758,"6324","species","Bursaphelenchus mucronatus"
"2494671",4759,"6324","species","Bursaphelenchus piniperdae"
"6326",4760,"6324","species","Bursaphelenchus xylophilus"
"2561961",,"186112","genus","Buszkoiana"
"2561962",4763,"2561961","species","Buszkoiana capnodactylus"
"30396",,"8955","genus","Buteo"
"30397",4764,"30396","species","Buteo buteo"
"115229",4765,"30396","species","Buteo lagopus"
"115134",4766,"30396","species","Buteo rufinus"
"110670",,"8899","genus","Butorides"
"110671",4769,"110670","species","Butorides virescens"
"123511",,"122737","subfamily","Rhynchitinae"
"701788",,"123511","genus","Byctiscus"
"1553169",4771,"701788","species","Byctiscus betulae"
"1069883",4772,"701788","species","Byctiscus populi"
"868080",,"46593","genus","Bylgides"
"1210405",4773,"868080","species","Bylgides elegans"
"1210406",4774,"868080","species","Bylgides sarsi"
"107942",,"41087","superfamily","Byrrhoidea"
"174914",,"107942","family","Byrrhidae"
"174915",,"174914","genus","Byrrhus"
"338686",4775,"174915","species","Byrrhus arietinus"
"338688",4776,"174915","species","Byrrhus fasciatus"
"338690",4777,"174915","species","Byrrhus glabratus"
"174916",4779,"174915","species","Byrrhus pilula"
"338694",4780,"174915","species","Byrrhus pustulatus"
"111534",,"1345656","family","Amnicolidae"
"110808",,"111534","genus","Bythinella"
"419484",4783,"110808","species","Bythinella dunkeri"
"877876",,"66544","genus","Bythinus"
"877877",4784,"877876","species","Bythinus burrellii"
"1971279",4785,"877876","species","Bythinus macropalpus"
"55731",,"1345656","family","Hydrobiidae"
"530134",,"55731","no rank","Hydrobiidae incertae sedis"
"179940",,"530134","genus","Bythiospeum"
"715897",4787,"179940","species","Bythiospeum husmanni"
"116562",,"6665","infraorder","Onychopoda"
"77746",,"116562","family","Cercopagididae"
"77747",,"77746","genus","Bythotrephes"
"77748",4789,"77747","species","Bythotrephes longimanus"
"153015",,"71525","family","Byturidae"
"153016",,"153015","genus","Byturus"
"153018",4790,"153016","species","Byturus ochraceus"
"153020",4791,"153016","species","Byturus tomentosus"
"393350",,"82596","genus","Cabera"
"934826",4792,"393350","species","Cabera exanthemata"
"722659",4793,"393350","species","Cabera pusaria"
"287111",,"81689","genus","Cacoecimorpha"
"287198",4794,"287111","species","Cacoecimorpha pronubana"
"121835",,"2218198","genus","Cacopsylla"
"1639337",4795,"121835","species","Cacopsylla affinis"
"178973",4796,"121835","species","Cacopsylla alaterni"
"1639338",4797,"121835","species","Cacopsylla albipes"
"2218022",4798,"121835","species","Cacopsylla ambigua"
"121836",4799,"121835","species","Cacopsylla brunneipennis"
"1639340",4800,"121835","species","Cacopsylla crataegi"
"1393966",4802,"121835","species","Cacopsylla fulguralis"
"178974",4804,"121835","species","Cacopsylla mali"
"428564",4805,"121835","species","Cacopsylla melanoneura"
"121838",4809,"121835","species","Cacopsylla peregrina"
"1522058",4810,"121835","species","Cacopsylla picta"
"394530",4811,"121835","species","Cacopsylla pruni"
"2707985",4812,"121835","species","Cacopsylla pulchra"
"121839",4813,"121835","species","Cacopsylla pyri"
"191317",4814,"121835","species","Cacopsylla pyricola"
"1191701",4815,"121835","species","Cacopsylla pyrisuga"
"2707986",4816,"121835","species","Cacopsylla rhamnicola"
"2218021",4817,"121835","species","Cacopsylla saliceti"
"2707987",4818,"121835","species","Cacopsylla sorbi"
"2707988",4819,"121835","species","Cacopsylla ulmi"
"462273",,"106236","genus","Cacoxenus"
"462275",4823,"462273","species","Cacoxenus indagator"
"6301",,"33284","family","Heteroderidae"
"157868",,"6301","subfamily","Punctoderinae"
"101273",,"157868","genus","Cactodera"
"204064",4824,"101273","species","Cactodera cacti"
"157872",4825,"101273","species","Cactodera estonica"
"101276",4826,"101273","species","Cactodera weissi"
"266945",,"42297","genus","Cacyreus"
"266946",4827,"266945","species","Cacyreus marshalli"
"6514",,"216331","superfamily","Eudoridoidea"
"71294",,"6514","family","Chromodorididae"
"71295",,"71294","genus","Cadlina"
"71296",4828,"71295","species","Cadlina laevis"
"12984",,"40083","genus","Cadra"
"12985",4830,"12984","species","Cadra cautella"
"1371672",4831,"12984","species","Cadra figulilella"
"1918212",,"179426","genus","Cadurciella"
"1918213",4832,"1918212","species","Cadurciella tritaeniata"
"239228",,"38127","infraorder","Caeciliusetae"
"298052",,"239228","superfamily","Caeciliusoidea"
"159975",,"298052","family","Caeciliusidae"
"159985",,"159975","genus","Caecilius"
"297944",4833,"159985","species","Caecilius fuscopterus"
"761540",,"1345656","family","Caecidae"
"761541",,"761540","genus","Caecum"
"761543",4834,"761541","species","Caecum glabrum"
"337970",,"272242","genus","Caenacis"
"337971",4835,"337970","species","Caenacis inflexa"
"797371",4836,"337970","species","Caenacis lauta"
"197147",,"197146","genus","Caenis"
"1592915",4837,"197147","species","Caenis beskidensis"
"1279096",4838,"197147","species","Caenis horaria"
"2014012",4839,"197147","species","Caenis lactea"
"197148",4840,"197147","species","Caenis luctuosa"
"1592916",4841,"197147","species","Caenis macrura"
"2566368",4842,"197147","species","Caenis pseudorivulorum"
"1592914",4843,"197147","species","Caenis pusilla"
"2014013",4844,"197147","species","Caenis rivulorum"
"446426",4845,"197147","species","Caenis robusta"
"441264",,"41094","genus","Caenocara"
"1553170",4847,"441264","species","Caenocara bovistae"
"69518",,"1336591","genus","Caenoplana"
"69519",4851,"69518","species","Caenoplana coerulea"
"2725004",4852,"69518","species","Caenoplana variegata"
"202107",,"39814","tribe","Peritelini"
"1342170",,"202107","genus","Caenopsis"
"2561033",4853,"1342170","species","Caenopsis fissirostris"
"1587115",4854,"1342170","species","Caenopsis waltoni"
"484817",,"196989","genus","Caenoscelis"
"1587116",4856,"484817","species","Caenoscelis subdeplanata"
"335701",,"295648","genus","Cafius"
"448064",4857,"335701","species","Cafius xantholoma"
"8854",,"2068716","genus","Cairina"
"8855",4858,"8854","species","Cairina moschata"
"1368182",,"947300","genus","Calambus"
"1368183",4859,"1368182","species","Calambus bipustulatus"
"222823",,"7399","superfamily","Cephoidea"
"27524",,"222823","family","Cephidae"
"222803",,"27524","genus","Calameuta"
"222804",4860,"222803","species","Calameuta filiformis"
"1001285",4861,"222803","species","Calameuta pallipes"
"997548",,"572922","genus","Calamia"
"997549",4862,"997548","species","Calamia tridens"
"1587436",,"192809","genus","Calamobius"
"1587437",4863,"1587436","species","Calamobius filum"
"1368975",,"40081","genus","Calamotropha"
"1371681",4869,"1368975","species","Calamotropha paludella"
"215309",,"72205","genus","Calandrella"
"670336",4870,"215309","species","Calandrella brachydactyla"
"6835",,"6833","family","Calanidae"
"6836",,"6835","genus","Calanus"
"6837",4871,"6836","species","Calanus finmarchicus"
"114068",4872,"6836","species","Calanus helgolandicus"
"384374",,"1656058","genus","Calaphis"
"1863037",4873,"384374","species","Calaphis betulicola"
"384375",4874,"384374","species","Calaphis flava"
"586004",,"706613","tribe","Sphodrini"
"87479",,"586004","genus","Calathus"
"412115",,"87479","subgenus","Neocalathus"
"127478",4875,"412115","species","Calathus ambiguus"
"87480",4876,"412115","species","Calathus cinctus"
"412107",4877,"412115","species","Calathus erratus"
"412111",,"87479","subgenus","Calathus"
"127480",4878,"412111","species","Calathus fuscipes"
"127479",4879,"412115","species","Calathus melanocephalus"
"412108",4880,"412115","species","Calathus micropterus"
"127483",4881,"412115","species","Calathus mollis"
"412112",,"87479","subgenus","Amphyginus"
"412099",4882,"412112","species","Calathus rotundicollis"
"62155",,"9133","subfamily","Emberizinae"
"400781",,"62155","tribe","Emberizini"
"135423",,"400781","genus","Calcarius"
"135424",4883,"135423","species","Calcarius lapponicus"
"1797525",,"229894","superfamily","Eremelloidea"
"229800",,"1797525","family","Caleremaeidae"
"1401291",,"229800","genus","Caleremaeus"
"2547464",4884,"1401291","species","Caleremaeus monilipes"
"1269772",,"27871","suborder","Pronocephalata"
"27850",,"1269772","superfamily","Paramphistomoidea"
"27852",,"27850","family","Paramphistomidae"
"27853",,"27852","genus","Calicophoron"
"300641",4886,"27853","species","Calicophoron daubneyi"
"8918",,"8917","genus","Calidris"
"192723",4887,"8918","species","Calidris acuminata"
"279936",4888,"8918","species","Calidris alba"
"8919",4889,"8918","species","Calidris alpina"
"279937",4890,"8918","species","Calidris bairdii"
"227173",4891,"8918","species","Calidris canutus"
"217133",4893,"8918","species","Calidris ferruginea"
"279940",4894,"8918","species","Calidris fuscicollis"
"279938",4895,"8918","species","Calidris himantopus"
"28682",4896,"8918","species","Calidris maritima"
"279941",4897,"8918","species","Calidris mauri"
"240202",4898,"8918","species","Calidris melanotos"
"670340",4899,"8918","species","Calidris minuta"
"198806",4900,"8918","species","Calidris pugnax"
"279961",4901,"8918","species","Calidris pusilla"
"272047",4902,"8918","species","Calidris ruficollis"
"670341",4903,"8918","species","Calidris subminuta"
"1940537",4904,"8918","species","Calidris subruficollis"
"328946",4905,"8918","species","Calidris temminckii"
"171266",4906,"8918","species","Calidris tenuirostris"
"72034",,"72033","family","Caligidae"
"217164",,"72034","genus","Caligus"
"311542",4907,"217164","species","Caligus belones"
"311540",4910,"217164","species","Caligus curtus"
"427057",4911,"217164","species","Caligus diaphanus"
"257370",4912,"217164","species","Caligus elongatus"
"311543",4913,"217164","species","Caligus gurnardi"
"2766977",4914,"217164","species","Caligus lacustris"
"311541",4915,"217164","species","Caligus pelamydis"
"115252",,"115244","tribe","Milesiini"
"1637466",,"115252","genus","Caliprobola"
"1637467",4918,"1637466","species","Caliprobola speciosa"
"317581",,"27532","subfamily","Heterarthrinae"
"317582",,"317581","genus","Caliroa"
"1384787",4919,"317582","species","Caliroa annulipes"
"317583",4920,"317582","species","Caliroa cerasi"
"1403247",4921,"317582","species","Caliroa cinxia"
"1384789",4922,"317582","species","Caliroa cothurnata"
"1384790",4923,"317582","species","Caliroa varipes"
"1905300",,"274092","genus","Callajoppa"
"1905397",4925,"1905300","species","Callajoppa exaltatoria"
"303425",,"44353","subfamily","Aspicerinae"
"303496",,"303425","genus","Callaspidia"
"2421398",4926,"303496","species","Callaspidia defonscolombei"
"1792265",,"6692","infraorder","Axiidea"
"177236",,"1792265","family","Callianassidae"
"338195",,"177236","genus","Callianassa"
"338196",4928,"338195","species","Callianassa subterranea"
"228566",,"115244","tribe","Callicerini"
"228567",,"228566","genus","Callicera"
"511114",4929,"228567","species","Callicera aenea"
"1637455",4930,"228567","species","Callicera aurata"
"228568",4932,"228567","species","Callicera rufa"
"619387",,"619357","genus","Callicerus"
"877884",4933,"619387","species","Callicerus obscurus"
"1587117",4934,"619387","species","Callicerus rigidicornis"
"881532",,"280168","genus","Callicorixa"
"1977099",4935,"881532","species","Callicorixa praeusta"
"1586096",4936,"881532","species","Callicorixa producta"
"205466",,"79510","tribe","Callidiini"
"1483163",,"205466","genus","Callidiellum"
"2696725",4937,"1483163","species","Callidiellum rufipenne"
"686283",,"205466","genus","Callidium"
"1501864",4938,"686283","species","Callidium aeneum"
"686284",4939,"686283","species","Callidium violaceum"
"1430929",,"7100","subfamily","Oncocnemidinae"
"1660707",,"1430929","genus","Calliergis"
"1660708",4940,"1660707","species","Calliergis ramosa"
"63707",,"27439","subfamily","Chrysomelinae"
"63712",,"63707","tribe","Doryphorini"
"172869",,"63712","genus","Calligrapha"
"359201",4941,"172869","species","Calligrapha polyspila"
"243498",,"94015","family","Gnaphosidae"
"1479705",,"243498","genus","Callilepis"
"1926162",4943,"1479705","species","Callilepis nocturna"
"2562134",,"30225","tribe","Callimorphini"
"695099",,"2562134","genus","Callimorpha"
"938182",4944,"695099","species","Callimorpha dominula"
"6774",,"116706","superfamily","Portunoidea"
"6757",,"6774","family","Portunidae"
"6762",,"6757","genus","Callinectes"
"6763",4945,"6762","species","Callinectes sapidus"
"1489883",,"1489872","clade","Syngnathiaria"
"129912",,"1489883","order","Syngnathiformes"
"30907",,"129912","suborder","Callionymoidei"
"30908",,"30907","family","Callionymidae"
"34784",,"30908","genus","Callionymus"
"1147766",,"34784","subgenus","Callionymus"
"34785",4946,"1147766","species","Callionymus lyra"
"508551",4947,"1147766","species","Callionymus maculatus"
"508552",4948,"1147766","species","Callionymus reticulatus"
"36291",,"9126","family","Muscicapidae"
"1874025",,"36291","genus","Calliope"
"229100",4949,"1874025","species","Calliope calliope"
"371434",,"371433","genus","Calliopius"
"371435",4950,"371434","species","Calliopius laeviusculus"
"1824992",,"189929","genus","Calliopum"
"1824993",4951,"1824992","species","Calliopum aeneum"
"1824994",4952,"1824992","species","Calliopum elisae"
"2840166",4953,"1824992","species","Calliopum geniculatum"
"1824995",4954,"1824992","species","Calliopum simillimum"
"216275",,"6448","subclass","Vetigastropoda"
"2315720",,"216275","order","Trochida"
"216285",,"2315720","superfamily","Trochoidea"
"648666",,"216285","family","Calliostomatidae"
"155529",,"648666","genus","Calliostoma"
"155530",4955,"155529","species","Calliostoma zizyphinum"
"61896",,"373319","family","Callipallenidae"
"61897",,"61896","genus","Callipallene"
"373274",4956,"61897","species","Callipallene brevirostris"
"7372",,"43912","genus","Calliphora"
"367294",4957,"7372","species","Calliphora loewi"
"7373",4958,"7372","species","Calliphora vicina"
"27454",4959,"7372","species","Calliphora vomitoria"
"227589",,"7002","subfamily","Calliptaminae"
"244719",,"227589","genus","Calliptamus"
"334752",4960,"244719","species","Calliptamus italicus"
"527609",,"1656058","genus","Callipterinella"
"1425385",4962,"527609","species","Callipterinella tuberculata"
"207785",,"75144","genus","Callirhytis"
"353206",4964,"207785","species","Callirhytis erythrocephala"
"2319846",,"98966","subfamily","Parornichinae"
"198986",,"2319846","genus","Callisto"
"198987",4966,"198986","species","Callisto denticulella"
"60762",,"1524893","tribe","Chlaeniini"
"1587438",,"60762","genus","Callistus"
"1587439",4967,"1587438","species","Callistus lunatus"
"27548",,"695564","subfamily","Lymantriinae"
"875925",,"27548","genus","Calliteara"
"875926",4968,"875925","species","Calliteara pudibunda"
"336636",,"107460","genus","Callobius"
"1906970",4973,"336636","species","Callobius claustrarius"
"712098",,"92599","genus","Callomyia"
"1445822",4974,"712098","species","Callomyia amoena"
"1445823",4975,"712098","species","Callomyia dives"
"1588121",4977,"712098","species","Callomyia speciosa"
"75870",,"2068716","genus","Callonetta"
"75871",4978,"75870","species","Callonetta leucophrys"
"42300",,"27544","subfamily","Theclinae"
"140316",,"42300","tribe","Eumaeini"
"242268",,"140316","genus","Callophrys"
"242269",4979,"242268","species","Callophrys rubi"
"320015",,"7100","subfamily","Eriopinae"
"95200",,"320015","genus","Callopistria"
"1341252",4980,"95200","species","Callopistria juventina"
"43848",,"43752","family","Ulidiidae"
"358650",,"43848","subfamily","Otitinae"
"1890909",,"358650","genus","Callopistromyia"
"1890910",4981,"1890909","species","Callopistromyia annulipes"
"193208",,"558764","superfamily","Calloporoidea"
"97237",,"193208","family","Calloporidae"
"300490",,"97237","genus","Callopora"
"560966",4982,"300490","species","Callopora dumerilii"
"33553",,"9989","suborder","Sciuromorpha"
"55153",,"33553","family","Sciuridae"
"337724",,"55153","subfamily","Callosciurinae"
"337736",,"337724","tribe","Callosciurini"
"64663",,"337736","genus","Callosciurus"
"64677",4983,"64663","species","Callosciurus erythraeus"
"64390",,"256835","genus","Callosobruchus"
"146774",4984,"64390","species","Callosobruchus chinensis"
"64391",4985,"64390","species","Callosobruchus maculatus"
"43748",,"43741","superfamily","Nerioidea"
"115293",,"43748","family","Micropezidae"
"115294",,"115293","subfamily","Calobatinae"
"1820059",,"115294","genus","Calobata"
"1851013",4987,"1820059","species","Calobata petronella"
"567237",,"236659","genus","Calocoris"
"1545086",4988,"567237","species","Calocoris affinis"
"1545088",4989,"567237","species","Calocoris roseomaculatus"
"619547",,"619372","genus","Calodera"
"1321675",4990,"619547","species","Calodera aethiops"
"1587118",4991,"619547","species","Calodera nigrita"
"1553171",4993,"619547","species","Calodera riparia"
"1845017",4994,"619547","species","Calodera rufescens"
"1367669",,"455381","genus","Calodium"
"1975702",4996,"1367669","species","Calodium hepaticum"
"878118",,"41073","subfamily","Lebiinae"
"60751",,"878118","tribe","Lebiini"
"1553380",,"60751","genus","Calodromius"
"1553381",4998,"1553380","species","Calodromius spilotus"
"63711",,"63710","tribe","Luperini"
"226727",,"63711","subtribe","Luperina"
"226728",,"226727","no rank","Monoleptites"
"294705",,"226728","genus","Calomicrus"
"294706",4999,"294705","species","Calomicrus circumfusus"
"1553172",5000,"294705","species","Calomicrus pinicola"
"52121",,"30451","genus","Calonectris"
"1323832",5001,"52121","species","Calonectris borealis"
"214072",,"1430929","genus","Calophasia"
"214073",5002,"214072","species","Calophasia lunula"
"50488",,"6961","suborder","Zygoptera"
"70893",,"50488","superfamily","Calopterygoidea"
"50489",,"70893","family","Calopterygidae"
"52611",,"50489","genus","Calopteryx"
"52612",5003,"52611","species","Calopteryx splendens"
"52613",5004,"52611","species","Calopteryx virgo"
"199009",,"134903","genus","Caloptilia"
"909820",5005,"199009","species","Caloptilia alchimiella"
"199010",5006,"199009","species","Caloptilia azaleella"
"1869522",5007,"199009","species","Caloptilia betulicola"
"1594242",5008,"199009","species","Caloptilia cuculipennella"
"1594243",5009,"199009","species","Caloptilia elongella"
"199011",5010,"199009","species","Caloptilia falconipennella"
"1100931",5011,"199009","species","Caloptilia fidella"
"1857976",5012,"199009","species","Caloptilia hemidactylella"
"1869524",5013,"199009","species","Caloptilia honoratella"
"199012",5014,"199009","species","Caloptilia populetorum"
"1594244",5015,"199009","species","Caloptilia robustella"
"1448895",5016,"199009","species","Caloptilia roscipennella"
"1678910",5017,"199009","species","Caloptilia rufipennella"
"687019",5018,"199009","species","Caloptilia stigmatella"
"1666478",5019,"199009","species","Caloptilia suberinella"
"1553382",,"123516","genus","Calosirus"
"1553383",5020,"1553382","species","Calosirus apicalis"
"1587119",5021,"1553382","species","Calosirus terminatus"
"71533",,"41073","subfamily","Carabinae"
"60820",,"71533","tribe","Carabini"
"218925",,"60820","subtribe","Calosomina"
"49408",,"218925","genus","Calosoma"
"1268768",5022,"49408","species","Calosoma auropunctatum"
"49409",5023,"49408","species","Calosoma inquisitor"
